"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","Georeference"
"10/21/2024 07:00:00 AM","subway","90","Van Siclen Av (J,Z)","Brooklyn","omny","OMNY - Other","1","0","40.678024","-73.891685","POINT (-73.891685 40.678024)"
"10/21/2024 07:00:00 AM","subway","461","Queensboro Plaza (7,N,W)","Queens","omny","OMNY - Other","1","0","40.750584","-73.9402","POINT (-73.9402 40.750584)"
"10/21/2024 07:00:00 AM","subway","385","176 St (4)","Bronx","metrocard","Metrocard - Fair Fare","59","0","40.84848","-73.9118","POINT (-73.9118 40.84848)"
"10/21/2024 07:00:00 AM","subway","228","23 St (F,M)","Manhattan","metrocard","Metrocard - Seniors & Disability","5","1","40.742878","-73.99282","POINT (-73.99282 40.742878)"
"10/21/2024 07:00:00 AM","subway","95","Gates Av (J,Z)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","47","0","40.68963","-73.92227","POINT (-73.92227 40.68963)"
"10/21/2024 07:00:00 AM","subway","78","Avenue U (N)","Brooklyn","metrocard","Metrocard - Fair Fare","37","5","40.597473","-73.97913","POINT (-73.97913 40.597473)"
"10/21/2024 07:00:00 AM","subway","409","Spring St (6)","Manhattan","omny","OMNY - Seniors & Disability","1","0","40.7223","-73.99714","POINT (-73.99714 40.7223)"
"10/21/2024 07:00:00 AM","subway","222","Roosevelt Island (F)","Manhattan","metrocard","Metrocard - Fair Fare","15","0","40.759144","-73.95326","POINT (-73.95326 40.759144)"
"10/21/2024 07:00:00 AM","subway","95","Gates Av (J,Z)","Brooklyn","metrocard","Metrocard - Fair Fare","20","1","40.68963","-73.92227","POINT (-73.92227 40.68963)"
"10/21/2024 07:00:00 AM","subway","430","Simpson St (2,5)","Bronx","metrocard","Metrocard - Fair Fare","39","4","40.824074","-73.89307","POINT (-73.89307 40.824074)"
"10/21/2024 07:00:00 AM","subway","97","Myrtle Av (M,J,Z)","Brooklyn","metrocard","Metrocard - Fair Fare","46","3","40.69721","-73.93565","POINT (-73.93565 40.69721)"
"10/21/2024 07:00:00 AM","subway","217","170 St (B,D)","Bronx","metrocard","Metrocard - Unlimited 30-Day","49","0","40.839306","-73.9134","POINT (-73.9134 40.839306)"
"10/21/2024 07:00:00 AM","subway","364","Zerega Av (6)","Bronx","metrocard","Metrocard - Unlimited 30-Day","24","0","40.836487","-73.84704","POINT (-73.84704 40.836487)"
"10/21/2024 07:00:00 AM","subway","628","Fulton St (A,C,J,Z,2,3,4,5)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","89","0","40.710373","-74.00657","POINT (-74.00657 40.710373)"
"10/21/2024 07:00:00 AM","subway","158","86 St (C,B)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","10","0","40.78587","-73.96892","POINT (-73.96892 40.78587)"
"10/21/2024 07:00:00 AM","subway","47","Newkirk Plaza (B,Q)","Brooklyn","omny","OMNY - Other","5","1","40.635082","-73.96279","POINT (-73.96279 40.635082)"
